metai;vardas;naujagimiu_sk;lytis;pirmavimas
2018;RYAN-LEE;4;Male;3959
2018;RYO;4;Male;3959
2018;RYU;4;Male;3959
2018;SAAHIL;4;Male;3959
2018;SAATHVIK;4;Male;3959
2018;SAATVIK;4;Male;3959
2018;SADIQ;4;Male;3959
2018;SAHIBZADA;4;Male;3959
2018;SALAHUDEEN;4;Male;3959
2018;SAMARVEER;4;Male;3959
2018;SAMIM;4;Male;3959
2018;SAMRATH;4;Male;3959
2018;SANDY;4;Male;3959
2018;SANTOS;4;Male;3959
2018;SARFARAZ;4;Male;3959
2018;SARTAJ;4;Male;3959
2018;SAVIO;4;Male;3959
2018;SAYEED;4;Male;3959
2018;SAYF;4;Male;3959
2018;SEBASTIAO;4;Male;3959
2018;SEELEY;4;Male;3959
2018;SEJUN;4;Male;3959
2018;SENA;4;Male;3959
2018;SHAHID;4;Male;3959
2018;SHAKAI;4;Male;3959
2018;SHAM;4;Male;3959
2018;SHARIF;4;Male;3959
2018;SHARIQ;4;Male;3959
2018;SHAWAIZ;4;Male;3959
2018;SHAYDEN;4;Male;3959
2018;SHEHRAM;4;Male;3959
2018;SHER;4;Male;3959
2018;SHERWIN;4;Male;3959
2018;SHIVAAN;4;Male;3959
2018;SHIVAY;4;Male;3959
2018;SHRAY;4;Male;3959
2018;SHREYASH;4;Male;3959
2018;SIAM;4;Male;3959
2018;SILVIU;4;Male;3959
2018;SIMAO;4;Male;3959
2018;SIMAS;4;Male;3959
2018;SINA;4;Male;3959
2018;SLATER;4;Male;3959
2018;SOFYAN;4;Male;3959
2018;SOLLY;4;Male;3959
2018;SONNI;4;Male;3959
2018;SPIKE;4;Male;3959
2018;SPIROS;4;Male;3959
2018;SRULI;4;Male;3959
2018;STANLEY-JAMES;4;Male;3959
2018;STAVROS;4;Male;3959
2018;STRUAN;4;Male;3959
2018;STYLIANOS;4;Male;3959
2018;SUHAYL;4;Male;3959
2018;SUKHNOOR;4;Male;3959
2018;SULIMAN;4;Male;3959
2018;SURAJ;4;Male;3959
2018;SUYEN;4;Male;3959
2018;SYON;4;Male;3959
2018;TAIGH;4;Male;3959
2018;TAIYO;4;Male;3959
2018;TAKSH;4;Male;3959
2018;TAKUDZWA;4;Male;3959
2018;TALON;4;Male;3959
2018;TAMEEM;4;Male;3959
2018;TANER;4;Male;3959
2018;TASKER;4;Male;3959
2018;TAWSEEF;4;Male;3959
2018;TAYLOR-JAY;4;Male;3959
2018;TAYON;4;Male;3959
2018;TAYTE;4;Male;3959
2018;TEDDIE-JAMES;4;Male;3959
2018;TEDDY-RAY;4;Male;3959
2018;TEDI;4;Male;3959
2018;TEMILOLUWA;4;Male;3959
2018;TENZIN;4;Male;3959
2018;TEODORAS;4;Male;3959
2018;TEOMAN;4;Male;3959
2018;THABIT;4;Male;3959
2018;THEO-LEE;4;Male;3959
2018;THOMAS-HENRY;4;Male;3959
2018;THOMAS-JAMES;4;Male;3959
2018;THOMAS-JAY;4;Male;3959
2018;THORBEN;4;Male;3959
2018;THOREN;4;Male;3959
2018;TIFEOLUWA;4;Male;3959
2018;TIGHE;4;Male;3959
2018;TIMOFEI;4;Male;3959
2018;TIMON;4;Male;3959
2018;TOBIAH;4;Male;3959
2018;TOMA;4;Male;3959
2018;TOMMYLEE;4;Male;3959
2018;TOREN;4;Male;3959
2018;TORSTEN;4;Male;3959
2018;TRISTIAN;4;Male;3959
2018;TYGER;4;Male;3959
2018;TYREN;4;Male;3959
2018;TYRIAN;4;Male;3959
2018;TYTUS;4;Male;3959
2018;UBAIDULLAH;4;Male;3959
2018;UNAI;4;Male;3959
2018;UNAIS;4;Male;3959
2018;VADIM;4;Male;3959
2018;VAN;4;Male;3959
2018;VARO;4;Male;3959
2018;VEDANSH;4;Male;3959
2018;VIVEN;4;Male;3959
2018;VIYAAN;4;Male;3959
2018;VYOM;4;Male;3959
2018;WAHAB;4;Male;3959
2018;WASIL;4;Male;3959
2018;WAYLON;4;Male;3959
2018;WES;4;Male;3959
2018;WILEY;4;Male;3959
2018;WILFIE;4;Male;3959
2018;WILLIAMS;4;Male;3959
2018;WYNN;4;Male;3959
2018;YAKOUB;4;Male;3959
2018;YAMEEN;4;Male;3959
2018;YANNICK;4;Male;3959
2018;YAQUUB;4;Male;3959
2018;YASHVIR;4;Male;3959
2018;YAVUZ;4;Male;3959
2018;YAW;4;Male;3959
2018;YAZEN;4;Male;3959
2018;YISHAI;4;Male;3959
2018;YOHANNES;4;Male;3959
2018;YU;4;Male;3959
2018;YUHAN;4;Male;3959
2018;ZADE;4;Male;3959
2018;ZAIM;4;Male;3959
2018;ZAKARIYE;4;Male;3959
2018;ZENON;4;Male;3959
2018;ZENTE;4;Male;3959
2018;ZEPH;4;Male;3959
2018;ZEYD;4;Male;3959
2018;ZICO;4;Male;3959
2018;ZIYA;4;Male;3959
2018;ZOHAIR;4;Male;3959
2018;ZORAN;4;Male;3959
2018;ZSOLT;4;Male;3959
2018;ZUBIN;4;Male;3959
2018;ZUHAYR;4;Male;3959
2018;AADHIDEV;3;Male;4749
2018;AADHIRAN;3;Male;4749
2018;AADIT;3;Male;4749
2018;AADITH;3;Male;4749
2018;AAIZ;3;Male;4749
2018;AAQIL;3;Male;4749
2018;AARIC;3;Male;4749
2018;AARIS;3;Male;4749
2018;AARIV;3;Male;4749
2018;AARVIK;3;Male;4749
2018;AATIF;3;Male;4749
2018;AAYAAN;3;Male;4749
2018;AAZIL;3;Male;4749
2018;ABAN;3;Male;4749
2018;ABDIMALIK;3;Male;4749
2018;ABDINASIR;3;Male;4749
2018;ABDIRAHIM;3;Male;4749
2018;ABDOULAYE;3;Male;4749
2018;ABDUL-SAMI;3;Male;4749
2018;ABDULBASIT;3;Male;4749
2018;ABDULHAADI;3;Male;4749
2018;ABDULHAKEEM;3;Male;4749
2018;ABDULHALIM;3;Male;4749
2018;ABDULKARIM;3;Male;4749
2018;ABDULRAHEEM;3;Male;4749
2018;ABDURRAHMAAN;3;Male;4749
2018;ABISHAN;3;Male;4749
2018;ABOUBACAR;3;Male;4749
2018;ABSHIR;3;Male;4749
2018;ABTIN;3;Male;4749
2018;ABYAAN;3;Male;4749
2018;ACHRAF;3;Male;4749
2018;ADAAM;3;Male;4749
2018;ADAM-JUNIOR;3;Male;4749
2018;ADAMA;3;Male;4749
2018;ADEOLUWA;3;Male;4749
2018;ADHIRAN;3;Male;4749
2018;ADIB;3;Male;4749
2018;ADIE;3;Male;4749
2018;ADIEL;3;Male;4749
2018;ADITHYA;3;Male;4749
2018;ADIY;3;Male;4749
2018;ADLER;3;Male;4749
2018;ADONAY;3;Male;4749
2018;AEDDAN;3;Male;4749
2018;AESON;3;Male;4749
2018;AFAAQ;3;Male;4749
2018;AFFAAN;3;Male;4749
2018;AGAMBIR;3;Male;4749
2018;AGAMDEEP;3;Male;4749
2018;AGAMJIT;3;Male;4749
2018;AGAMJOT;3;Male;4749
2018;AGARAN;3;Male;4749
2018;AHIYAN;3;Male;4749
2018;AHMADOU;3;Male;4749
2018;AHZAB;3;Male;4749
2018;AIKEN;3;Male;4749
2018;AIYAZ;3;Male;4749
2018;AJAHNI;3;Male;4749
2018;AJAI;3;Male;4749
2018;AJANI;3;Male;4749
2018;AKACHI;3;Male;4749
2018;AKAI;3;Male;4749
2018;AKAM;3;Male;4749
2018;AKARAN;3;Male;4749
2018;AKBAR;3;Male;4749
2018;AKEIN;3;Male;4749
2018;AKHIL;3;Male;4749
2018;AKIB;3;Male;4749
2018;AKIHIRO;3;Male;4749
2018;AKIN;3;Male;4749
2018;AKINTOLA;3;Male;4749
2018;AL-AMIN;3;Male;4749
2018;AL-YASA;3;Male;4749
2018;ALEIX;3;Male;4749
2018;ALEKSEI;3;Male;4749
2018;ALESIO;3;Male;4749
2018;ALEX-JAMES;3;Male;4749
2018;ALEX-JUNIOR;3;Male;4749
2018;ALFIE-JAI;3;Male;4749
2018;ALFREDO;3;Male;4749
2018;ALI-HASSAN;3;Male;4749
2018;ALIRAZA;3;Male;4749
2018;ALISTAR;3;Male;4749
2018;ALIYAAN;3;Male;4749
2018;ALIYAR;3;Male;4749
2018;ALLY;3;Male;4749
2018;ALMAN;3;Male;4749
2018;ALONIAB;3;Male;4749
2018;ALOYSIUS;3;Male;4749
2018;ALPER;3;Male;4749
2018;ALVA;3;Male;4749
2018;ALVAH;3;Male;4749
2018;ALVEY;3;Male;4749
2018;ALVI;3;Male;4749
2018;AMANDEEP;3;Male;4749
2018;AMAREY;3;Male;4749
2018;AMARIAN;3;Male;4749
2018;AMARU;3;Male;4749
2018;AMARVEER;3;Male;4749
2018;AMIL;3;Male;4749
2018;AMIT;3;Male;4749
2018;AMORY;3;Male;4749
2018;AMRAN;3;Male;4749
2018;AMRIK;3;Male;4749
2018;ANAIK;3;Male;4749
2018;ANATOLE;3;Male;4749
2018;ANDER;3;Male;4749
2018;ANDREEAS;3;Male;4749
2018;ANDREI-CRISTIAN;3;Male;4749
2018;ANDREW-JOHN;3;Male;4749
2018;ANDRIUS;3;Male;4749
2018;ANEEQ;3;Male;4749
2018;ANEES;3;Male;4749
2018;ANIL;3;Male;4749
2018;ANMOL;3;Male;4749
2018;ANO;3;Male;4749
2018;ANOOP;3;Male;4749
2018;ANSAR;3;Male;4749
2018;ANTOAN;3;Male;4749
2018;ANTONIE;3;Male;4749
2018;ANTONIS;3;Male;4749
2018;ANUAR;3;Male;4749
2018;ANUJ;3;Male;4749
2018;ANZAR;3;Male;4749
2018;APOLLON;3;Male;4749
2018;ARAL;3;Male;4749
2018;ARAZ;3;Male;4749
2018;ARBION;3;Male;4749
2018;ARCHER-JAMES;3;Male;4749
2018;ARCHIE-JOE;3;Male;4749
2018;ARCHIMEDES;3;Male;4749
2018;ARCO;3;Male;4749
2018;ARDAL;3;Male;4749
2018;ARHAN;3;Male;4749
2018;ARIEN;3;Male;4749
2018;ARINZE;3;Male;4749
2018;ARINZECHUKWU;3;Male;4749
2018;ARJEN;3;Male;4749
2018;ARLO-JAI;3;Male;4749
2018;ARLOWE;3;Male;4749
2018;ARROW;3;Male;4749
2018;ARSAL;3;Male;4749
2018;ARSHAAN;3;Male;4749
2018;ARSHVEER;3;Male;4749
2018;ARTEMUS;3;Male;4749
2018;ARTH;3;Male;4749
2018;ARTHUR-GEORGE;3;Male;4749
2018;ARTHUR-RAY;3;Male;4749
2018;ARTIS;3;Male;4749
2018;ARTURAS;3;Male;4749
2018;ARVIND;3;Male;4749
2018;ARYEH;3;Male;4749
2018;ARYOS;3;Male;4749
2018;ASAEL;3;Male;4749
2018;ASAF;3;Male;4749
2018;ASAN;3;Male;4749
2018;ASHARN;3;Male;4749
2018;ASHER-JAMES;3;Male;4749
2018;ASHLEE;3;Male;4749
2018;ASHTON-JAMES;3;Male;4749
2018;ASSEM;3;Male;4749
2018;ASSER;3;Male;4749
2018;ASTER;3;Male;4749
2018;ASTIN;3;Male;4749
2018;ASTLEY;3;Male;4749
2018;ASTON-JAMES;3;Male;4749
2018;ASWIN;3;Male;4749
2018;ATHEN;3;Male;4749
2018;ATHIRAN;3;Male;4749
2018;ATREYU;3;Male;4749
2018;AURELIEN;3;Male;4749
2018;AURELIO;3;Male;4749
2018;AVENTUS;3;Male;4749
2018;AVIK;3;Male;4749
2018;AVTAR;3;Male;4749
2018;AYAAT;3;Male;4749
2018;AYDEEN;3;Male;4749
2018;AYOKUNLE;3;Male;4749
2018;AYOMIKUN;3;Male;4749
2018;BABACAR;3;Male;4749
2018;BABOUCARR;3;Male;4749
2018;BADEN;3;Male;4749
2018;BAER;3;Male;4749
2018;BAILEY-JAMES;3;Male;4749
2018;BAILEY-RAE;3;Male;4749
2018;BAILIE;3;Male;4749
2018;BAKARY;3;Male;4749
2018;BALIN;3;Male;4749
2018;BAMBER;3;Male;4749
2018;BANE;3;Male;4749
2018;BAPTISTE;3;Male;4749
2018;BARCLAY;3;Male;4749
2018;BARNABUS;3;Male;4749
2018;BATU;3;Male;4749
2018;BATUHAN;3;Male;4749
2018;BAXLEY;3;Male;4749
2018;BAYRAM;3;Male;4749
2018;BELAL;3;Male;4749
2018;BENITO;3;Male;4749
2018;BENNI;3;Male;4749
2018;BENOIT;3;Male;4749
2018;BENTLEY-JAY;3;Male;4749
2018;BERWYN;3;Male;4749
2018;BEZALEL;3;Male;4749
2018;BHODI;3;Male;4749
2018;BILLY-DEAN;3;Male;4749
2018;BILLY-JACK;3;Male;4749
2018;BILLY-JAMES;3;Male;4749
2018;BLAIDD;3;Male;4749
2018;BLAYKE;3;Male;4749
2018;BLAYNE;3;Male;4749
2018;BOBBY-ALAN;3;Male;4749
2018;BOHDAN;3;Male;4749
2018;BOJIDAR;3;Male;4749
2018;BOTOND;3;Male;4749
2018;BOUBACAR;3;Male;4749
2018;BOW;3;Male;4749
2018;BOWDEN;3;Male;4749
2018;BRADLEY-JAMES;3;Male;4749
2018;BRAEDON;3;Male;4749
2018;BRAELYN;3;Male;4749
2018;BRAJEN;3;Male;4749
2018;BRAMWELL;3;Male;4749
2018;BRANDEN;3;Male;4749
2018;BRANDO;3;Male;4749
2018;BRAYSON;3;Male;4749
2018;BRENTON;3;Male;4749
2018;BRIKEN;3;Male;4749
2018;BRODI-LEE;3;Male;4749
2018;BRONN;3;Male;4749
2018;BRONSON;3;Male;4749
2018;BRUNON;3;Male;4749
2018;BUBACARR;3;Male;4749
2018;BURAY;3;Male;4749
2018;C;3;Male;4749
2018;C-JAY;3;Male;4749
2018;CADEN-JAMES;3;Male;4749
2018;CAELUM;3;Male;4749
2018;CAILAN;3;Male;4749
2018;CAILEAN;3;Male;4749
2018;CAINAN;3;Male;4749
2018;CALE;3;Male;4749
2018;CALEB-JOHN;3;Male;4749
2018;CALIN;3;Male;4749
2018;CALIX;3;Male;4749
2018;CALUB;3;Male;4749
2018;CAMILO;3;Male;4749
2018;CANON;3;Male;4749
2018;CAREY;3;Male;4749
2018;CARMINE;3;Male;4749
2018;CARRICK;3;Male;4749
2018;CARSON-LEE;3;Male;4749
2018;CARTER-JACK;3;Male;4749
2018;CARTER-RAE;3;Male;4749
2018;CARTER-RAY;3;Male;4749
2018;CASEN;3;Male;4749
2018;CASEY-JAY;3;Male;4749
2018;CASSIEL;3;Male;4749
2018;CASTRO;3;Male;4749
2018;CATHAL;3;Male;4749
2018;CAUA;3;Male;4749
2018;CAVALLI;3;Male;4749
2018;CAVANI;3;Male;4749
2018;CAYDEN-JAMES;3;Male;4749
2018;CAYLAN;3;Male;4749
2018;CAYLEN;3;Male;4749
2018;CAYSEN;3;Male;4749
2018;CEE-JAY;3;Male;4749
2018;CELLAN;3;Male;4749
2018;CENGIZ;3;Male;4749
2018;CHANDLER;3;Male;4749
2018;CHARLIE-JOE;3;Male;4749
2018;CHARLIE-JUNIOR;3;Male;4749
2018;CHARLIE-RAY;3;Male;4749
2018;CHEN;3;Male;4749
2018;CHERIF;3;Male;4749
2018;CHESKEL;3;Male;4749
2018;CHESTER-JAMES;3;Male;4749
2018;CHEZKY;3;Male;4749
2018;CHIDEZIRI;3;Male;4749
2018;CHINMAY;3;Male;4749
2018;CHINONSO;3;Male;4749
2018;CHINUA;3;Male;4749
2018;CHRISTOPH;3;Male;4749
2018;CHUKWUDI;3;Male;4749
2018;CIEL;3;Male;4749
2018;CIPRIAN;3;Male;4749
2018;CLAE;3;Male;4749
2018;CLAYE;3;Male;4749
2018;CLAYTON-GEORGE;3;Male;4749
2018;CLEO;3;Male;4749
2018;CLIVE;3;Male;4749
2018;COADY;3;Male;4749
2018;COBY-JOE;3;Male;4749
2018;CODA;3;Male;4749
2018;CODY-JAY;3;Male;4749
2018;COLBEY;3;Male;4749
2018;CONLEY;3;Male;4749
2018;CORBIN;3;Male;4749
2018;COREY-JAY;3;Male;4749
2018;COREY-LEE;3;Male;4749
2018;CORTEZ;3;Male;4749
2018;CRAIG-JUNIOR;3;Male;4749
2018;CRAWFORD;3;Male;4749
2018;CREW;3;Male;4749
2018;CRUE;3;Male;4749
2018;CRUIZE;3;Male;4749
2018;CUTHBERT;3;Male;4749
2018;CYRO;3;Male;4749
2018;DAAWOOD;3;Male;4749
2018;DAHEN;3;Male;4749
2018;DAIJON;3;Male;4749
2018;DAINTON;3;Male;4749
2018;DANIEL-LEE;3;Male;4749
2018;DANIL;3;Male;4749
2018;DANILO;3;Male;4749
2018;DANIYAAL;3;Male;4749
2018;DANYEL;3;Male;4749
2018;DARIEL;3;Male;4749
2018;DARNELL;3;Male;4749
2018;DAVE;3;Male;4749
2018;DAVID-IOAN;3;Male;4749
2018;DAVID-IONUT;3;Male;4749
2018;DAVIN;3;Male;4749
2018;DAWDA;3;Male;4749
2018;DAYAAN;3;Male;4749
2018;DAYAL;3;Male;4749
2018;DAYNE;3;Male;4749
2018;DEACON-JAMES;3;Male;4749
2018;DEEYAN;3;Male;4749
2018;DEI;3;Male;4749
2018;DEIAN;3;Male;4749
2018;DEINIOL;3;Male;4749
2018;DEION;3;Male;4749
2018;DEIVID;3;Male;4749
2018;DELON;3;Male;4749
2018;DEMARIO;3;Male;4749
2018;DENIRO;3;Male;4749
2018;DENTON;3;Male;4749
2018;DENZIL;3;Male;4749
2018;DEO;3;Male;4749
2018;DERMOT;3;Male;4749
2018;DERON;3;Male;4749
2018;DEVAANSH;3;Male;4749
2018;DEVID;3;Male;4749
2018;DEVONTAE;3;Male;4749
2018;DEVRAJ;3;Male;4749
2018;DEVRIM;3;Male;4749
2018;DEXX;3;Male;4749
2018;DEYAAN;3;Male;4749
2018;DHARUN;3;Male;4749
2018;DHYAAN;3;Male;4749
2018;DIAN;3;Male;4749
2018;DIGORY;3;Male;4749
2018;DILJIT;3;Male;4749
2018;DIMA;3;Male;4749
2018;DIMITRIE;3;Male;4749
2018;DISHANT;3;Male;4749
2018;DIVITH;3;Male;4749
2018;DODGE;3;Male;4749
2018;DOMENIC;3;Male;4749
2018;DOMINIQUE;3;Male;4749
2018;DOUGAL;3;Male;4749
2018;DOYLE;3;Male;4749
2018;DUHA;3;Male;4749
2018;EARNEST;3;Male;4749
2018;EASA;3;Male;4749
2018;EASAH;3;Male;4749
2018;EBBE;3;Male;4749
2018;EBUBECHUKWU;3;Male;4749
2018;EDENAS;3;Male;4749
2018;EDON;3;Male;4749
2018;EDRIC;3;Male;4749
2018;EDRICK;3;Male;4749
2018;EDVARDAS;3;Male;4749
2018;EDWARD-JAMES;3;Male;4749
2018;EFEHAN;3;Male;4749
2018;EFSTRATIOS;3;Male;4749
2018;EIDANAS;3;Male;4749
2018;EIRIK;3;Male;4749
2018;EJAAZ;3;Male;4749
2018;EKAMJOT;3;Male;4749
2018;EKAMVEER;3;Male;4749
2018;EKLAVYA;3;Male;4749
2018;EKTORAS;3;Male;4749
2018;ELAI;3;Male;4749
2018;ELANAS;3;Male;4749
2018;ELDAR;3;Male;4749
2018;ELEND;3;Male;4749
2018;ELIAB;3;Male;4749
2018;ELIAZ;3;Male;4749
2018;ELIKAI;3;Male;4749
2018;ELIOS;3;Male;4749
2018;ELISHAH;3;Male;4749
2018;ELJAY;3;Male;4749
2018;ELLIAN;3;Male;4749
2018;ELROI;3;Male;4749
2018;ELROY;3;Male;4749
2018;ELVY;3;Male;4749
2018;ELWYN;3;Male;4749
2018;ELYES;3;Male;4749
2018;ELYJAH;3;Male;4749
2018;EMILIOS;3;Male;4749
2018;ENDI;3;Male;4749
2018;ENIOLA;3;Male;4749
2018;ENKI;3;Male;4749
2018;ENNIO;3;Male;4749
2018;ENRIK;3;Male;4749
2018;ENVER;3;Male;4749
2018;ERHAN;3;Male;4749
2018;ERIND;3;Male;4749
2018;ERIOLUWA;3;Male;4749
2018;ERKAN;3;Male;4749
2018;ERNESTO;3;Male;4749
2018;EROL;3;Male;4749
2018;ERVINAS;3;Male;4749
2018;ERWIN;3;Male;4749
2018;ESAA;3;Male;4749
2018;ESAN;3;Male;4749
2018;ESBEN;3;Male;4749
2018;ESHER;3;Male;4749
2018;ESKIL;3;Male;4749
2018;ETHYN;3;Male;4749
2018;ETINOSA;3;Male;4749
2018;EVAAN;3;Male;4749
2018;EVIN;3;Male;4749
2018;EWEN;3;Male;4749
2018;EYAL;3;Male;4749
2018;EZEKIAH;3;Male;4749
2018;EZEQUIEL;3;Male;4749
2018;EZIAH;3;Male;4749
2018;EZIO;3;Male;4749
2018;EZRIEL;3;Male;4749
2018;FADI;3;Male;4749
2018;FADIL;3;Male;4749
2018;FALCON;3;Male;4749
2018;FALLON;3;Male;4749
2018;FAOLAN;3;Male;4749
2018;FARDEEN;3;Male;4749
2018;FARON;3;Male;4749
2018;FARRELL;3;Male;4749
2018;FARRON;3;Male;4749
2018;FARZAN;3;Male;4749
2018;FAYAAZ;3;Male;4749
2018;FAZAL;3;Male;4749
2018;FAZAN;3;Male;4749
2018;FFREDI;3;Male;4749
2018;FINLO;3;Male;4749
2018;FINN-LEE;3;Male;4749
2018;FORDE;3;Male;4749
2018;FOUAD;3;Male;4749
2018;FOXLEY;3;Male;4749
2018;FRAISER;3;Male;4749
2018;FRANKIE-JOHN;3;Male;4749
2018;FRAY;3;Male;4749
2018;FREDDY-JOE;3;Male;4749
2018;FREDI;3;Male;4749
2018;FRIEDRICH;3;Male;4749
2018;FYFE;3;Male;4749
2018;FYODOR;3;Male;4749
2018;GABOR;3;Male;4749
2018;GABRIELS;3;Male;4749
2018;GAETAN;3;Male;4749
2018;GARRY;3;Male;4749
2018;GAUTAM;3;Male;4749
2018;GEORGE-FRANCIS;3;Male;4749
2018;GEORGE-JOHN;3;Male;4749
2018;GEOVANNI;3;Male;4749
2018;GERGO;3;Male;4749
2018;GHAZI;3;Male;4749
2018;GHEORGHE;3;Male;4749
2018;GIANFRANCO;3;Male;4749
2018;GIBSON;3;Male;4749
2018;GLORY;3;Male;4749
2018;GODFREY;3;Male;4749
2018;GREGORIO;3;Male;4749
2018;GUILLERMO;3;Male;4749
2018;GUNEY;3;Male;4749
2018;GURANSH;3;Male;4749
2018;GURBIR;3;Male;4749
2018;GURJAS;3;Male;4749
2018;GURJOT;3;Male;4749
2018;GURKARAN;3;Male;4749
2018;GURNEK;3;Male;4749
2018;GUSTAVE;3;Male;4749
2018;HADID;3;Male;4749
2018;HADIS;3;Male;4749
2018;HADRIAN;3;Male;4749
2018;HAGAN;3;Male;4749
2018;HAGEN;3;Male;4749
2018;HAISAM;3;Male;4749
2018;HAMED;3;Male;4749
2018;HAMPTON;3;Male;4749
2018;HANAN;3;Male;4749
2018;HANEEF;3;Male;4749
2018;HANISH;3;Male;4749
2018;HANNIBAL;3;Male;4749
2018;HANO;3;Male;4749
2018;HANSEL;3;Male;4749
2018;HANSEN;3;Male;4749
2018;HARBOUR;3;Male;4749
2018;HARDIE;3;Male;4749
2018;HARIN;3;Male;4749
2018;HARISH;3;Male;4749
2018;HARLIN;3;Male;4749
2018;HARLON;3;Male;4749
2018;HARNEK;3;Male;4749
2018;HARON;3;Male;4749
2018;HARPER-LEE;3;Male;4749
2018;HARRISON-JOHN;3;Male;4749
2018;HARRY-JAY;3;Male;4749
2018;HARSAHIB;3;Male;4749
2018;HARSHIL;3;Male;4749
2018;HART;3;Male;4749
2018;HARVI;3;Male;4749
2018;HASAAN;3;Male;4749
2018;HAVEN;3;Male;4749
2018;HAVISH;3;Male;4749
2018;HAWKE;3;Male;4749
2018;HAYDEN-JAMES;3;Male;4749
2018;HAYSAM;3;Male;4749
2018;HAZAR;3;Male;4749
2018;HAZE;3;Male;4749
2018;HAZIM;3;Male;4749
2018;HEMI;3;Male;4749
2018;HENDRICK;3;Male;4749
2018;HENOCH;3;Male;4749
2018;HENRIKAS;3;Male;4749
2018;HENRY-GEORGE;3;Male;4749
2018;HENZO;3;Male;4749
2018;HERMAN;3;Male;4749
2018;HEWIE;3;Male;4749
2018;HILLEL;3;Male;4749
2018;HIRAD;3;Male;4749
2018;HITANSH;3;Male;4749
2018;HIYAN;3;Male;4749
2018;HOSSAM;3;Male;4749
2018;HRISTIYAN;3;Male;4749
2018;HUCKLEBERRY;3;Male;4749
2018;HUGO-JAMES;3;Male;4749
2018;HUNTER-J;3;Male;4749
2018;HUNTER-JOHN;3;Male;4749
2018;HUNTER-LEIGH;3;Male;4749
2018;HUSAM;3;Male;4749
2018;IAGO;3;Male;4749
2018;IAIN;3;Male;4749
2018;IBRAAHEEM;3;Male;4749
2018;IBRAHEM;3;Male;4749
2018;IBUKUNOLUWA;3;Male;4749
2018;IDRISS;3;Male;4749
2018;IFEOLUWA;3;Male;4749
2018;IHAB;3;Male;4749
2018;IJAH;3;Male;4749
2018;ILHAM;3;Male;4749
2018;ILJA;3;Male;4749
2018;ILYAN;3;Male;4749
2018;IMANI;3;Male;4749
2018;IMARI;3;Male;4749
2018;INDER;3;Male;4749
2018;INIOLUWA;3;Male;4749
2018;IO;3;Male;4749
2018;IORWERTH;3;Male;4749
2018;ISACC;3;Male;4749
2018;ISAH;3;Male;4749
2018;ISAI;3;Male;4749
2018;ISAIAS;3;Male;4749
2018;ISAK;3;Male;4749
2018;ISHE;3;Male;4749
2018;ISHRAQ;3;Male;4749
2018;ISIDORE;3;Male;4749
2018;ISSAM;3;Male;4749
2018;ITAMAR;3;Male;4749
2018;IVELIN;3;Male;4749
2018;IVON;3;Male;4749
2018;IYAZ;3;Male;4749
2018;IYDEN;3;Male;4749
2018;IZAN;3;Male;4749
2018;IZIYAH;3;Male;4749
2018;IZZADEEN;3;Male;4749
2018;JACEY;3;Male;4749
2018;JACOB-DAVID;3;Male;4749
2018;JACOB-GEORGE;3;Male;4749
2018;JACOB-JAY;3;Male;4749
2018;JADE;3;Male;4749
2018;JAFFAR;3;Male;4749
2018;JAHANZEB;3;Male;4749
2018;JAHMAI;3;Male;4749
2018;JAIDEEP;3;Male;4749
2018;JAINEEL;3;Male;4749
2018;JAKSON;3;Male;4749
2018;JAKUP;3;Male;4749
2018;JALIL;3;Male;4749
2018;JAMEL;3;Male;4749
2018;JAMES-ALEXANDER;3;Male;4749
2018;JAMES-JOSEPH;3;Male;4749
2018;JAMESDEAN;3;Male;4749
2018;JAMIR;3;Male;4749
2018;JAMISON;3;Male;4749
2018;JAPHETH;3;Male;4749
2018;JARRYD;3;Male;4749
2018;JAVED;3;Male;4749
2018;JAVELL;3;Male;4749
2018;JAX-JAMES;3;Male;4749
2018;JAY-JUNIOR;3;Male;4749
2018;JAYEN;3;Male;4749
2018;JAYRAJ;3;Male;4749
2018;JAZIEL;3;Male;4749
2018;JEAN;3;Male;4749
2018;JEDD;3;Male;4749
2018;JEDIAH;3;Male;4749
2018;JEMAL;3;Male;4749
2018;JEMUEL;3;Male;4749
2018;JEPHTHAH;3;Male;4749
2018;JERED;3;Male;4749
2018;JERZY;3;Male;4749
2018;JESSE-JOE;3;Male;4749
2018;JESSE-RAY;3;Male;4749
2018;JEVON;3;Male;4749
2018;JIA;3;Male;4749
2018;JIBRIEL;3;Male;4749
2018;JIMMI;3;Male;4749
2018;JING;3;Male;4749
2018;JIRAIYA;3;Male;4749
2018;JITESH;3;Male;4749
2018;JIVAN;3;Male;4749
2018;JODH;3;Male;4749
2018;JODI;3;Male;4749
2018;JOE-JUNIOR;3;Male;4749
2018;JOHANAN;3;Male;4749
2018;JOHN-HENRY;3;Male;4749
2018;JOHN-JOE;3;Male;4749
2018;JOHN-THOMAS;3;Male;4749
2018;JOHNATHON;3;Male;4749
2018;JOHNY;3;Male;4749
2018;JOJO;3;Male;4749
2018;JOLAN;3;Male;4749
2018;JONATHON;3;Male;4749
2018;JONES;3;Male;4749
2018;JONJOE;3;Male;4749
2018;JORDAN-JAMES;3;Male;4749
2018;JORDELL;3;Male;4749
2018;JORVAN;3;Male;4749
2018;JOSHUA-DAVID;3;Male;4749
2018;JOSHUA-JACK;3;Male;4749
